vendor_name,service_month,consultant_count,hours_billed,amount_billed,amount_paid,accrual_amount,exception_count,accrual_pct
Vidhwan Inc DBA e-Solutions,2024-05-31,5,176,7920,0,7920,5,99.99
XL Impex Inc DBA Atika Technologies,2018-03-31,5,176,7920,0,7920,5,99.99
Panzer Solutions LLC,2015-03-31,5,176,7920,0,7920,5,99.99
Vidhwan Inc DBA e-Solutions,2023-10-31,5,176,7920,0,7920,5,99.99
HR Pundits,2019-03-02,5,144,7920,0,7920,4,99.99
StarsHR,2017-05-31,5,176,7920,0,7920,5,99.99
Itbrainiac Inc,2015-06-30,5,176,7920,0,7920,5,99.99
Patriot Consulting Inc.,2016-02-20,3,72,7920,0,7920,2,99.99
L&T Technology Services Limited,2017-06-30,5,176,7920,0,7920,5,99.99
"Insigma,Inc",2018-03-31,5,176,7920,0,7920,5,99.99
Vaspire Technologies,2018-01-31,5,176,7920,0,7920,5,99.99
L&T Technology Services Limited,2017-05-31,5,176,7920,0,7920,5,99.99
Vaspire Technologies,2018-03-03,6,176,7920,0,7920,6,99.99
StarsHR,2017-10-31,5,176,7920,0,7920,5,99.99
"Insigma,Inc",2017-06-30,5,176,7920,0,7920,5,99.99
Experis,2023-03-31,5,176,7920,0,7920,5,99.99
Experis,2023-05-31,5,176,7920,0,7920,5,99.99
"Spectraforce Technologies,Inc",2014-08-31,7,176,7920,0,7920,7,99.99
Panzer Solutions LLC,2015-04-30,5,176,7920,0,7920,5,99.99
"Diverse Lynx, LLC",2021-07-03,5,176,7920,0,7920,5,99.99
Panzer Solutions LLC,2015-06-30,5,176,7920,0,7920,5,99.99
Panzer Solutions LLC,2015-07-31,5,176,7920,0,7920,5,99.99
Panzer Solutions LLC,2015-10-31,5,176,7920,0,7920,5,99.99
Panzer Solutions LLC,2015-12-31,5,176,7920,0,7920,5,99.99
TCC Software Solutions,2017-05-31,5,176,7920,0,7920,5,99.99
Vidhwan Inc DBA e-Solutions,2024-01-31,5,176,7920,0,7920,5,99.99
HR Pundits,2019-07-13,4,144,7920,0,7920,4,99.99
"Ridge IT Solutions, Inc.",2022-07-31,5,144,7920,0,7920,4,99.99
"Insigma,Inc",2017-05-31,5,176,7920,0,7920,5,99.99
Vidhwan Inc DBA e-Solutions,2024-04-30,5,176,7920,0,7920,5,99.99
Infosys International Inc.,2020-07-31,6,175,7920,0,7920,5,99.99
Triumph Services,2019-09-30,5,144,7920,0,7920,5,99.99
CompuGain LLC,2014-05-31,4,99,7920,0,7920,4,99.99
The MM Group,2018-11-30,5,176,7920,0,7920,5,99.99
Comptech Associates Inc.,2018-06-30,3,88,7920,0,7920,3,99.99
eTeam,2014-12-31,5,176,7920,0,7920,5,99.99
"BOSS Technologies, Inc.",2017-01-31,5,176,7920,0,7920,5,99.99
"iTech US, Inc",2019-05-31,5,176,7920,0,7920,5,99.99
Logix Guru Inc.,2016-12-31,5,144,7920,0,7920,5,99.99
Exatech Inc,2014-04-30,5,176,7920,0,7920,5,99.99
Kaygen Inc.,2024-05-31,15,176,7920,0,7920,10,99.99
"Spectraforce Technologies,Inc",2015-04-30,5,176,7920,0,7920,5,99.99
Kaygen Inc.,2024-07-31,5,176,7920,0,7920,5,99.99
"Pinnacle Software Consulting, Inc.",2023-11-30,5,144,7920,0,7920,5,99.99
"Spectraforce Technologies,Inc",2015-03-31,5,176,7920,0,7920,5,99.99
Pyramid Consulting Inc,2017-08-31,5,176,7920,0,7920,5,99.99
Experis,2023-09-02,5,176,7920,0,7920,5,99.99
Pomeroy,2016-06-30,5,176,7920,0,7920,5,99.99
"Spectraforce Technologies,Inc",2014-10-31,5,176,7920,0,7920,5,99.99
"Amiga Informatics, Inc",2021-01-09,5,176,7920,0,7920,5,99.99
Infomerica Inc,2018-10-31,5,176,7920,0,7920,5,99.99
Adroit Software and Consulting Inc.,2015-04-30,5,176,7920,0,7920,5,99.99
TCC Software Solutions,2016-06-30,5,176,7920,0,7920,5,99.99
Kaygen Inc.,2024-04-30,5,176,7920,0,7920,5,99.99
Tek Systems,2023-02-04,6,120,7913,0,7913,6,99.99
Tek Systems,2023-03-25,3,120,7913,0,7913,3,99.99
Tek Systems,2023-02-18,3,120,7913,0,7913,3,99.99
Tek Systems,2023-01-28,3,120,7913,0,7913,3,99.99
Tek Systems,2023-03-18,3,120,7913,0,7913,3,99.99
Tek Systems,2023-03-11,3,120,7913,0,7913,3,99.99
Tek Systems,2023-02-11,3,120,7913,0,7913,3,99.99
Tek Systems,2023-03-31,3,120,7913,0,7913,3,99.99
Tek Systems,2023-02-25,3,120,7913,0,7913,3,99.99
Software People Inc,2016-08-31,5,184,7912,0,7912,5,99.99
360 IT Professionals Inc,2016-08-31,5,184,7912,0,7912,5,99.99
"Concept Software and Services, Inc.",2019-10-31,5,184,7912,0,7912,5,99.99
"IDC Technologies, Inc",2020-09-05,5,168,7908.98,0,7908.98,5,99.99
Apetan Consulting LLC,2018-01-31,5,168.25,7907.75,0,7907.75,5,99.99
RCM IT Solutions Inc,2016-10-31,5,93,7905,0,7905,4,99.99
Panzer Solutions,2017-08-31,6,184,7904.18,0,7904.18,5,99.99
"Saxon Global, Inc.",2014-02-28,4,152,7904,0,7904,4,99.99
Agile Enterprise Solutions,2016-11-30,5,152,7904,0,7904,5,99.99
CGS Technology Associates Inc.,2020-12-05,5,152,7904,0,7904,5,99.99
Tekis Hub,2019-12-31,5,152,7904,0,7904,5,99.99
Tekis Hub,2020-01-31,5,152,7904,0,7904,5,99.99
Agile Enterprise Solutions,2016-01-31,4,152,7904,0,7904,4,99.99
TCC Software Solutions,2020-01-04,5,152,7904,0,7904,5,99.99
Randstad Technologies,2022-01-22,4,125.5,7904,0,7904,4,99.99
Itbrainiac Inc,2016-10-31,5,152,7904,0,7904,4,99.99
Aplomb Technologies Inc.,2017-07-29,5,152,7904,0,7904,4,99.99
Emergere Technologies,2021-04-03,3,104,7904,0,7904,3,99.99
Multivision Inc,2020-02-29,4,152,7904,0,7904,4,99.99
Guardx,2016-09-30,5,19,7904,0,7904,5,99.99
Preludesys,2017-04-30,4,152,7904,0,7904,4,99.99
TCC Software Solutions,2019-11-30,5,152,7904,0,7904,5,99.99
Fortitude Systems,2015-11-30,5,152,7904,0,7904,5,99.99
Itbrainiac Inc,2015-11-30,5,152,7904,0,7904,5,99.99
Itbrainiac Inc,2016-11-30,5,152,7904,0,7904,5,99.99
Tekis Hub,2020-02-29,4,152,7904,0,7904,4,99.99
Norwin Technologies,2015-02-28,4,158,7900,0,7900,4,99.99
"VIVA USA, Inc.",2015-03-31,5,158,7900,0,7900,5,99.99
Genesis Corp,2016-04-23,2,79,7900,0,7900,2,99.99
"IDC Technologies, Inc.",2022-05-31,11,128,7897.6,0,7897.6,7,99.99
TransAmerica Technology Services,2024-11-30,5,149,7897,0,7897,5,99.99
Enterprise Solutions,2021-07-31,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2022-04-30,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2022-05-31,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2020-05-31,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2020-10-03,5,168,7896,0,7896,5,99.99
"Roshi Tech, Inc",2016-10-31,5,168,7896,0,7896,5,99.99
Brite Systems Inc,2020-10-03,5,168,7896,0,7896,5,99.99
Brite Systems Inc,2020-09-05,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2017-10-31,5,168,7896,0,7896,5,99.99
"Xchangesoftware, Inc",2015-08-31,5,168,7896,0,7896,5,99.99
"Xchangesoftware, Inc",2015-07-31,5,168,7896,0,7896,5,99.99
Brite Systems Inc,2020-01-04,5,168,7896,0,7896,5,99.99
"Roshi Tech, Inc",2016-09-30,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2022-08-31,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2018-05-05,5,168,7896,0,7896,5,99.99
Brite Systems Inc,2020-07-31,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2023-03-31,15,168,7896,0,7896,10,99.99
Brite Systems Inc,2019-01-31,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2020-08-31,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2021-10-02,5,168,7896,0,7896,5,99.99
Brite Systems Inc,2019-08-03,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2021-04-30,15,168,7896,0,7896,10,99.99
"Roshi Tech, Inc",2016-11-30,5,168,7896,0,7896,5,99.99
22nd Century Staffing Inc (TSCSI),2016-04-30,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2019-09-30,5,168,7896,0,7896,5,99.99
Fahrenheit IT,2015-12-31,5,168,7896,0,7896,5,99.99
"Roshi Tech, Inc",2016-12-31,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2016-12-31,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2019-03-31,5,168,7896,0,7896,5,99.99
Vinsari LLC,2016-11-30,5,168,7896,0,7896,5,99.99
Promantis,2015-08-31,5,168,7896,0,7896,5,99.99
Vinsari LLC,2016-10-31,5,168,7896,0,7896,5,99.99
Vinsari LLC,2016-09-30,5,168,7896,0,7896,5,99.99
22nd Century Staffing Inc (TSCSI),2015-10-31,5,168,7896,0,7896,5,99.99
Promantis,2015-09-30,5,168,7896,0,7896,5,99.99
22nd Century Staffing Inc (TSCSI),2016-03-31,5,168,7896,0,7896,5,99.99
Talent Wave,2017-01-14,5,168,7896,0,7896,5,99.99
Valtech,2016-02-29,6,168,7896,0,7896,5,99.99
Valtech,2016-04-30,5,168,7896,0,7896,5,99.99
ThemeSoft Inc,2016-10-31,5,168,7896,0,7896,5,99.99
ThemeSoft Inc,2016-11-30,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2020-09-05,5,168,7896,0,7896,5,99.99
Source infotech,2019-03-31,5,168,7896,0,7896,5,99.99
ThemeSoft Inc,2016-12-31,5,168,7896,0,7896,5,99.99
Enterprise Solutions,2020-01-31,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2020-12-05,5,168,7896,0,7896,5,99.99
ThemeSoft Inc,2016-09-30,5,168,7896,0,7896,5,99.99
Apetan Consulting LLC,2019-11-30,5,168,7896,0,7896,5,99.99
Valtech,2016-05-31,5,168,7896,0,7896,5,99.99
Fahrenheit IT,2016-02-29,5,168,7896,0,7896,5,99.99
Lingatech,2018-03-03,5,143.5,7892.5,0,7892.5,5,99.99
Technosoft Corporation DBA Apexon,2022-11-19,5,136,7888,0,7888,5,99.99
Smart IT Frame,2024-08-31,5,136,7888,0,7888,4,99.99
"Allegiance Consulting, Inc.",2015-11-28,4,136,7888,0,7888,4,99.99
Spotline LLC.,2019-01-05,6,136,7888,0,7888,4,99.99
Randstad Technologies,2022-04-09,4,121,7880,0,7880,4,99.99
iitjobs Inc,2015-09-30,7,175,7875,0,7875,7,99.99
CES Enterprise LLC ( USA),2016-10-31,5,164,7872,0,7872,5,99.99
"Parmesoft, Inc.",2023-01-31,5,164,7872,0,7872,5,99.99
American Recruiting and Consulting Group,2014-03-31,6,171,7866,0,7866,6,99.99
Oxford Solutions Inc.,2014-11-30,4,143,7865,0,7865,4,99.99
"Diverse Lynx, LLC",2018-06-30,7,168,7860,0,7860,5,99.99
Experis,2018-06-30,6,155,7857.5,0,7857.5,5,99.99
Experis,2018-06-23,4,155,7857.5,0,7857.5,4,99.99
"Sapience, Inc., (SAI)",2015-11-30,5,151,7852,0,7852,5,99.99
OpenSoft Inc.,2016-01-31,5,157,7850,0,7850,4,99.99
Diversified Services Network Inc,2018-03-31,15,157,7850,0,7850,10,99.99
"IDC Technologies, Inc",2021-09-30,10,168,7848.33,0,7848.33,5,99.99
Techorbit Inc.,2022-05-31,14,153,7846.54,0,7846.54,9,99.99
Triumph Services,2019-05-04,5,148,7844,0,7844,4,99.99
Incubit LLC,2023-09-30,13,112,7840,0,7840,7,99.99
NTT DATA Inc.,2017-03-31,3,112,7840,0,7840,3,99.99
Axiom Global Technologies Inc.,2021-04-30,4,160,7840,0,7840,4,99.99
ATD Technology LLC.,2019-09-30,5,160,7840,0,7840,5,99.99
Clairvoyant Techno Solutions,2016-02-29,5,160,7840,0,7840,5,99.99
Axiom Global Technologies Inc.,2021-10-31,4,160,7840,0,7840,4,99.99
Insight Global,2023-07-29,2,80,7840,0,7840,2,99.99
Insight Global,2024-05-04,3,80,7840,0,7840,3,99.99
PhasorSoft Group LLC,2024-08-31,4,112,7840,0,7840,4,99.99
Software Specialists,2015-08-31,5,112,7840,0,7840,4,99.99
"ePromptus, Inc",2014-02-28,4,160,7840,0,7840,4,99.99
Insight Global,2023-03-25,2,80,7840,0,7840,2,99.99
ATD Technology LLC.,2020-02-29,4,160,7840,0,7840,4,99.99
Insight Global,2023-09-30,2,80,7840,0,7840,2,99.99
RIIM LLC,2024-09-30,3,112,7840,0,7840,3,99.99
ATD Technology LLC.,2019-03-02,5,160,7840,0,7840,5,99.99
Insight Global,2022-11-05,3,80,7840,0,7840,3,99.99
Insight Global,2023-06-30,2,80,7840,0,7840,2,99.99
Insight Global,2022-12-24,2,80,7840,0,7840,2,99.99
Clairvoyant Techno Solutions,2015-05-31,5,160,7840,0,7840,5,99.99
ICS Globalsoft Inc.,2022-07-31,3,112,7840,0,7840,3,99.99
Insight Global,2023-01-28,2,80,7840,0,7840,2,99.99
Insight Global,2022-10-22,2,80,7840,0,7840,2,99.99
ITC Infotech,2019-09-30,5,160,7840,0,7840,5,99.99
"Sigman & Summerfield Associates, Inc",2022-09-30,5,112,7840,0,7840,4,99.99
Randstad Technologies,2022-01-08,4,120.5,7840,0,7840,4,99.99
Experis,2017-07-31,5,160,7840,0,7840,5,99.99
Axiom Global Technologies Inc.,2019-08-31,4,160,7840,0,7840,4,99.99
Axiom Global Technologies Inc.,2019-05-04,4,160,7840,0,7840,4,99.99
Axiom Global Technologies Inc.,2019-04-06,4,160,7840,0,7840,4,99.99
Axiom Global Technologies Inc.,2019-03-02,5,160,7840,0,7840,5,99.99
Axiom Global Technologies Inc.,2019-01-31,6,160,7840,0,7840,5,99.99
ITC Infotech,2019-03-31,5,160,7840,0,7840,5,99.99
Axiom Global Technologies Inc.,2021-01-31,4,160,7840,0,7840,4,99.99
ATD Technology LLC.,2019-06-30,4,160,7840,0,7840,4,99.99
Axiom Global Technologies Inc.,2018-05-05,4,160,7840,0,7840,4,99.99
Axiom Global Technologies Inc.,2018-04-01,4,160,7840,0,7840,4,99.99
Axiom Global Technologies Inc.,2018-03-03,5,160,7840,0,7840,5,99.99
Axiom Global Technologies Inc.,2017-12-31,5,160,7840,0,7840,5,99.99
Clairvoyant Techno Solutions,2016-01-31,5,160,7840,0,7840,4,99.99
Avna Global Inc.,2016-08-31,9,224,7840,0,7840,9,99.99
ITC Infotech,2018-11-30,15,160,7840,0,7840,10,99.99
TEKsystems Inc,2021-12-31,4,112,7839.36,0,7839.36,3,99.99
Tricom Technical Services,2016-02-29,5,142.5,7837.5,0,7837.5,5,99.99
Experis,2016-12-31,7,160,7832,0,7832,5,99.99
Rose International Inc,2021-10-16,4,103.38,7831.9,0,7831.9,4,99.99
Smart IT Frame,2025-02-28,4,135,7830,0,7830,4,99.99
"Pactera Technologies Inc.,",2013-12-31,5,174,7830,0,7830,5,99.99
BCforward,2019-10-31,5,152,7824.96,0,7824.96,5,99.99
BCforward,2018-09-30,5,152,7824.96,0,7824.96,4,99.99
American Recruiting and Consulting Group,2014-04-30,5,170,7820,0,7820,5,99.99
Manpower Professional Services Inc (Xperis),2014-08-03,7,124,7812,0,7812,7,99.99
Techlink Inc.,2014-11-30,4,142,7810,0,7810,4,99.99
Hired By Matrix,2018-12-01,5,142,7810,0,7810,5,99.99
iTrending Solutions LLC,2022-06-30,5,128,7808,0,7808,5,99.99
iTrending Solutions LLC,2021-12-31,5,128,7808,0,7808,4,99.99
Panzer Solutions,2018-08-31,5,184,7805.28,0,7805.28,5,99.99
Software People Inc,2017-03-31,15,181.5,7804.5,0,7804.5,9,99.99
Axiom Global Technologies Inc.,2017-11-30,6,160,7800.06,0,7800.06,5,99.99
TekValley Corporation Inc,2013-12-31,5,120,7800,0,7800,3,99.99
Value Momentum Inc.,2020-07-31,3,120,7800,0,7800,3,99.99
"Clarendon Partners, LLC",2016-01-31,4,104,7800,0,7800,3,99.99
Infovision Consultants Inc,2021-07-03,3,104,7800,0,7800,3,99.99
Sondhi Solutions LLC dba EXOS Talent,2024-08-03,9,104,7800,0,7800,6,99.99
VDart Inc,2021-11-30,4,120,7800,0,7800,4,99.99
"Data Systems Integration Group, Inc.",2020-01-04,5,120,7800,0,7800,4,99.99
Turnberry Solutions Inc,2016-12-31,5,120,7800,0,7800,4,99.99
Multivision Inc,2020-01-31,6,150,7800,0,7800,5,99.99
Enterprise Solutions,2017-04-08,6,195,7800,0,7800,6,99.99
Nuanza Inc.,2022-01-31,5,156,7800,0,7800,5,99.99
Value Momentum Inc.,2020-08-31,3,120,7800,0,7800,3,99.99
IDC Technologies,2019-12-31,5,120,7800,0,7800,4,99.99
Infovision Consultants Inc,2025-04-30,5,104,7800,0,7800,3,99.99
MBI LLC,2023-02-28,5,120,7800,0,7800,5,99.99
Ask Consulting,2022-06-04,4,104,7800,0,7800,4,99.99
Eliassen Group LLC,2016-08-31,5,120,7800,0,7800,3,99.99
NeevSys Inc.,2021-10-31,5,120,7800,0,7800,5,99.99
McInnis Consulting Services Inc,2017-05-13,4,88,7794.17,0,7794.17,4,99.99
Unique Computer Inc.,2022-07-31,5,88,7788,0,7788,3,99.99
"Spectraforce Technologies,Inc",2014-06-30,5,173,7785,0,7785,5,99.99
Digital Scripts Inc.,2022-03-31,5,173,7785,0,7785,5,99.99
NTECH Solutions Inc,2014-11-30,4,144,7776,0,7776,4,99.99
NTECH Solutions Inc,2016-02-29,5,144,7776,0,7776,5,99.99
Nityo Inc.,2019-03-02,5,144,7776,0,7776,5,99.99
Software People Inc,2019-01-05,6,159.5,7775.63,0,7775.63,5,99.99
Zeva Technology,2016-05-31,5,155.5,7775,0,7775,5,99.99
Randstad Technologies,2020-09-05,5,168,7770,0,7770,5,99.99
"Rangam Consultants,Inc",2016-04-30,5,146.58,7768.74,0,7768.74,5,99.99
Global Commerce and  Information (Global CI),2017-11-30,6,111,7768,0,7768,4,99.99
Randstad Technologies,2022-04-30,3,119.5,7760,0,7760,3,99.99
Randstad Technologies,2022-04-02,6,119.5,7760,0,7760,6,99.99
"Modis, Inc",2017-07-15,4,114,7754,0,7754,4,99.99
"iTech US, Inc",2020-06-30,6,136,7752,0,7752,5,99.99
Clarus Group LLC.,2016-11-05,5,152,7752,0,7752,5,99.99
US TECH Solutions,2016-04-30,5,168.5,7751,0,7751,5,99.99
Tek Systems,2025-05-31,3,104,7750.88,0,7750.88,3,99.99
Genesis Corp,2015-06-30,4,88,7750,0,7750,4,99.99
"Compunell Software Group, Inc.",2014-07-31,5,176,7744,0,7744,5,99.99
"Compunell Software Group, Inc.",2014-05-31,5,176,7744,0,7744,5,99.99
"Compunell Software Group, Inc.",2014-04-30,5,176,7744,0,7744,5,99.99
"Compunell Software Group, Inc.",2014-01-31,5,176,7744,0,7744,5,99.99
InstantServe LLC,2024-02-29,6,128,7740,0,7740,5,99.99
The MM Group,2018-05-31,5,172,7740,0,7740,5,99.99
Smart ERP Solutions,2014-08-09,4,86,7740,0,7740,4,99.99
"Accuro Group,Inc",2019-10-31,5,184,7728,0,7728,5,99.99
American Recruiting and Consulting Group,2014-06-30,5,168,7728,0,7728,5,99.99
"Compunell Software Group, Inc.",2015-07-31,5,168,7728,0,7728,5,99.99
"Compunell Software Group, Inc.",2015-08-31,5,168,7728,0,7728,5,99.99
Cirrus Labs,2018-11-03,5,184,7728,0,7728,5,99.99
American Recruiting and Consulting Group,2014-09-30,5,168,7728,0,7728,5,99.99
Tekserve Corp,2016-05-31,5,168,7728,0,7728,5,99.99
SDK Technical Services Inc.,2022-08-31,5,184,7728,0,7728,5,99.99
US TECH Solutions,2016-05-31,5,168,7728,0,7728,5,99.99
TestingXperts Inc.DBA Damcosoft,2021-07-31,5,168,7728,0,7728,5,99.99
Tekserve Corp,2016-10-31,5,168,7728,0,7728,5,99.99
Tekserve Corp,2016-04-30,5,168,7728,0,7728,5,99.99
"Accuro Group,Inc",2021-04-03,5,184,7728,0,7728,5,99.99
CSS Tec Inc,2019-08-03,5,168,7728,0,7728,5,99.99
Pyramid Consulting Inc,2018-07-31,5,112,7728,0,7728,3,99.99
Tekserve Corp,2016-09-30,5,168,7728,0,7728,5,99.99
Zodiac,2016-08-31,5,184,7728,0,7728,5,99.99
"Pinnacle Software Consulting, Inc.",2022-05-31,8,168,7728,0,7728,5,99.99
CSS Tec Inc,2019-06-08,5,168,7728,0,7728,5,99.99
Techorbit Inc.,2023-04-30,4,152,7725.7,0,7725.7,4,99.99
Techorbit Inc.,2023-01-31,5,152,7725.69,0,7725.69,5,99.99
Tek Systems,2023-03-04,6,117,7724.82,0,7724.82,6,99.99
Tek Systems,2022-11-19,4,122,7724.82,0,7724.82,4,99.99
Experis,2019-06-08,4,152,7722.16,0,7722.16,4,99.99
Trident Consulting,2022-01-31,3,99,7722,0,7722,3,99.99
CMA Consulting Inc.,2022-09-30,5,120,7720.8,0,7720.8,3,99.99
Randstad Technologies,2022-03-26,3,119,7720,0,7720,3,99.99
Sage IT Inc,2017-03-31,8,193,7720,0,7720,8,99.99
Tek Systems,2023-06-17,3,120,7720,0,7720,3,99.99
Tek Systems,2023-08-05,6,112,7720,0,7720,6,99.99
Comptech Associates Inc.,2017-11-30,5,56,7715.48,0,7715.48,3,99.99
McInnis Consulting Services Inc,2018-02-17,3,87,7705.6,0,7705.6,3,99.99
Genesis Corp,2016-04-30,2,77,7700,0,7700,2,99.99
Ticket Spicket,2021-10-02,5,140,7700,0,7700,5,99.99
"Spectraforce Technologies,Inc",2015-07-31,5,171,7695,0,7695,5,99.99
Fusion plus Solutions Inc.,2017-01-31,6,171,7695,0,7695,6,99.99
HireGenics Inc  (ACS Group),2020-09-05,3,88,7686.8,0,7686.8,3,99.99
Comptech Associates Inc.,2019-02-16,3,72,7684.29,0,7684.29,2,99.99
Tek Systems,2023-12-16,3,112,7681.4,0,7681.4,3,99.99
Phaidon International US Inc.,2016-09-24,5,16,7680,0,7680,4,99.99
Exatech Inc,2015-01-31,5,160,7680,0,7680,4,99.99
TCC Software Solutions,2014-02-28,5,160,7680,0,7680,4,99.99
Strategic Staffing Solutions.L.C.,2014-12-31,5,96,7680,0,7680,3,99.99
Intime Info,2018-10-31,5,128,7680,0,7680,4,99.99
NTT DATA INC.,2021-01-31,7,153,7680,0,7680,6,99.99
Source infotech,2015-12-31,10,184,7680,0,7680,6,99.99
"C&G Consulting Services, Inc.",2020-01-18,4,96,7680,0,7680,4,99.99
CES Enterprise LLC ( USA),2017-07-31,5,160,7680,0,7680,5,99.99
CES Enterprise LLC ( USA),2017-10-31,5,160,7680,0,7680,5,99.99
CES Enterprise LLC ( USA),2017-09-30,5,160,7680,0,7680,5,99.99
Sonata Software North America Inc.,2022-05-31,5,128,7680,0,7680,5,99.99
CES Enterprise LLC ( USA),2017-04-30,4,160,7680,0,7680,4,99.99
CES Enterprise LLC ( USA),2017-02-28,5,160,7680,0,7680,5,99.99
iTech,2019-03-02,5,160,7680,0,7680,5,99.99
Unique Computer Inc.,2018-09-30,5,96,7680,0,7680,3,99.99
ThemeSoft Inc,2018-05-31,6,192,7680,0,7680,6,99.99
CES Enterprise LLC ( USA),2016-09-30,5,160,7680,0,7680,5,99.99
CES Enterprise LLC ( USA),2016-07-31,5,160,7680,0,7680,5,99.99
Exatech Inc,2016-01-31,5,160,7680,0,7680,4,99.99
The MM Group,2017-09-30,5,128,7680,0,7680,5,99.99
"SYSTEMS AMERICA, Inc.",2016-12-31,5,128,7680,0,7680,4,99.99
"RF Excel, Inc.",2014-11-30,4,128,7680,0,7680,4,99.99
Empower Consultancy Services Inc,2015-01-31,5,160,7680,0,7680,4,99.99
Autarchy Solutions Inc.,2021-11-30,5,160,7680,0,7680,5,99.99
Empower Consultancy Services Inc,2014-02-28,4,160,7680,0,7680,4,99.99
Novius Group,2022-12-31,10,96,7680,0,7680,5,99.99
Exatech Inc,2015-05-31,5,160,7680,0,7680,5,99.99
Empower Consultancy Services Inc,2015-02-28,4,160,7680,0,7680,4,99.99
Senryo Technologies,2019-02-09,5,160,7680,0,7680,5,99.99
Senryo Technologies,2019-06-30,4,160,7680,0,7680,4,99.99
NTT Data Inc.,2015-01-24,5,128,7680,0,7680,4,99.99
Rose International Inc,2021-02-13,4,100,7679.8,0,7679.8,3,99.99
Rose International Inc,2019-11-09,3,100,7679.8,0,7679.8,3,99.99
KPIT,2018-07-21,5,80,7677.6,0,7677.6,2,99.99
Experis,2018-08-18,4,160,7670.4,0,7670.4,4,99.99
Experis,2018-09-01,7,160,7670.4,0,7670.4,4,99.99
Experis,2018-10-27,4,160,7670.4,0,7670.4,4,99.99
Experis,2018-10-13,4,160,7670.4,0,7670.4,4,99.99
Ask Consulting,2021-11-30,5,118,7670,0,7670,5,99.99
"Mid-Del Group, LLC",2016-01-31,7,130,7670,0,7670,5,99.99
Oreva Technologies,2021-04-03,8,191.75,7670,0,7670,8,99.99
Artech Information Systems LLC,2022-12-31,6,168,9588.64,1920,7668.64,6,79.97
American Partners Inc,2019-11-09,3,56,7650.5,0,7650.5,2,99.99
"Spectraforce Technologies,Inc",2015-08-31,6,170,7650,0,7650,6,99.99
IBIZ Group LLC,2014-04-30,6,170,7650,0,7650,6,99.99
CompuGain LLC,2017-06-17,4,102,7650,0,7650,4,99.99
Techlink Inc.,2014-12-31,5,139,7645,0,7645,4,99.99
"Accuro Group,Inc",2020-01-04,6,182,7644,0,7644,6,99.99
Insight Global,2023-12-23,3,78,7644,0,7644,3,99.99
Copper Mobile,2018-04-30,4,134,7638,0,7638,4,99.99
American Recruiting and Consulting Group,2014-11-30,13,166,7636,0,7636,9,99.99
American Recruiting and Consulting Group,2014-08-31,5,166,7636,0,7636,5,99.99
SilverXis Inc.,2015-09-30,4,144,7632,0,7632,4,99.99
Spotline LLC.,2017-01-31,5,144,7632,0,7632,5,99.99
Spotline LLC.,2017-07-31,5,144,7632,0,7632,5,99.99
"Egen Solutions, Inc.",2022-08-31,23,23,7624.96,0,7624.96,23,99.99
Experis,2017-10-07,5,176,7624,0,7624,5,99.99
Tek Systems,2023-01-14,3,120,7623.5,0,7623.5,3,99.99
Tek Systems,2022-12-03,6,120,7623.5,0,7623.5,6,99.99
Comptech Associates Inc.,2018-09-22,4,0,7620.96,0,7620.96,0,99.99
Judge Technical Staffing,2014-03-23,3,112,7616,0,7616,3,99.99
"Global Intellectuals, LLC",2016-04-30,5,136,7616,0,7616,5,99.99
ASCII Group LLC,2023-07-31,5,136,7616,0,7616,4,99.99
NGUSoft Inc,2014-12-26,5,136,7616,0,7616,4,99.99
Ettain Group,2019-03-31,4,101.5,7612.5,0,7612.5,4,99.99
MBI LLC,2023-03-31,5,117,7605,0,7605,5,99.99
Enterprise Solution Partners LLC,2024-11-30,5,152,7600,0,7600,5,99.99
Randstad Technologies,2020-01-31,5,152,7600,0,7600,5,99.99
Smart ERP Solutions,2015-10-03,4,80,7600,0,7600,4,99.99
US TECH Solutions,2019-01-05,6,152,7600,0,7600,4,99.99
"E-Solutions, Inc.",2022-02-28,5,152,7600,0,7600,5,99.99
Randstad Technologies,2019-11-30,5,152,7600,0,7600,5,99.99
Shri G LLC,2025-04-19,2,80,7600,0,7600,2,99.99
Smart ERP Solutions,2015-11-14,2,80,7600,0,7600,2,99.99
Smart ERP Solutions,2015-12-12,3,80,7600,0,7600,3,99.99
Smart ERP Solutions,2016-04-09,3,80,7600,0,7600,3,99.99
